1.0, 4, 2, 0.000002, 8.388608
1.0, 4, 2, 0.000001, 16.777216
1.0, 4, 2, 0.000002, 7.456540
1.0, 4, 2, 0.000001, 16.777216
1.0, 4, 2, 0.000001, 13.421773
1.0, 4, 2, 0.000001, 13.421773
1.0, 4, 2, 0.000002, 7.456540
1.0, 4, 2, 0.000001, 13.421773
1.0, 4, 4, 0.000003, 22.369621
1.0, 4, 4, 0.000002, 33.554432
1.0, 4, 4, 0.000003, 20.648881
1.0, 4, 4, 0.000002, 33.554432
1.0, 4, 4, 0.000003, 20.648881
1.0, 4, 4, 0.000003, 22.369621
1.0, 4, 4, 0.000003, 20.648881
1.0, 4, 4, 0.000003, 22.369621
1.0, 4, 8, 0.000010, 25.565282
1.0, 4, 8, 0.000007, 35.791394
1.0, 4, 8, 0.000007, 37.025580
1.0, 4, 8, 0.000006, 41.297762
1.0, 4, 8, 0.000007, 35.791394
1.0, 4, 8, 0.000006, 42.949673
1.0, 4, 8, 0.000008, 32.537631
1.0, 4, 8, 0.000008, 32.537631
1.0, 4, 16, 0.000028, 36.398028
1.0, 4, 16, 0.000026, 39.403370
1.0, 4, 16, 0.000026, 39.403370
1.0, 4, 16, 0.000025, 40.904450
1.0, 4, 16, 0.000026, 39.403370
1.0, 4, 16, 0.000026, 39.403370
1.0, 4, 16, 0.000027, 38.008560
1.0, 4, 16, 0.000025, 40.904450
1.0, 4, 32, 0.000112, 36.630851
1.0, 4, 32, 0.000098, 41.800168
1.0, 4, 32, 0.000100, 41.002074
1.0, 4, 32, 0.000099, 41.397275
1.0, 4, 32, 0.000101, 40.614348
1.0, 4, 32, 0.000098, 41.800168
1.0, 4, 32, 0.000100, 40.904450
1.0, 4, 32, 0.000099, 41.397275
1.0, 4, 64, 0.000414, 39.584952
1.0, 4, 64, 0.000390, 42.004570
1.0, 4, 64, 0.000391, 41.902120
1.0, 4, 64, 0.000393, 41.698712
1.0, 4, 64, 0.000392, 41.800168
1.0, 4, 64, 0.000391, 41.902120
1.0, 4, 64, 0.000392, 41.800168
1.0, 4, 64, 0.000395, 41.472225
1.0, 4, 128, 0.001645, 39.837378
1.0, 4, 128, 0.001592, 41.167876
1.0, 4, 128, 0.001595, 41.087878
1.0, 4, 128, 0.001584, 41.372352
1.0, 4, 128, 0.001601, 40.934908
1.0, 4, 128, 0.001588, 41.272959
1.0, 4, 128, 0.001596, 41.063326
1.0, 4, 128, 0.001593, 41.137071
1.0, 4, 256, 0.007244, 36.188383
1.0, 4, 256, 0.007205, 36.383575
1.0, 4, 256, 0.007240, 36.207450
1.0, 4, 256, 0.007160, 36.612555
1.0, 4, 256, 0.007196, 36.429383
